date,state,population,cases,deaths
3/3/20,North Dakota,762062,0,0
3/3/20,Ohio,11689100,0,0
3/3/20,Oklahoma,3956971,0,0
3/3/20,Oregon,4217737,0,0
3/3/20,Pennsylvania,12801989,0,0
3/3/20,Rhode Island,1059361,0,0
3/3/20,South Carolina,5148714,0,0
3/3/20,South Dakota,884659,0,0
3/3/20,Tennessee,6829174,0,0
3/3/20,Texas,28995881,0,0
3/3/20,Utah,3205958,0,0
3/3/20,Vermont,623989,0,0
3/3/20,Virginia,8535519,0,0
3/3/20,Washington,7614893,9,1
3/3/20,West Virginia,1792147,0,0
3/3/20,Wisconsin,5822434,0,0
3/3/20,Wyoming,578759,0,0
3/4/20,Alabama,4903185,0,0
3/4/20,Alaska,731545,0,0
3/4/20,Arizona,7278717,0,0
3/4/20,Arkansas,3017804,0,0
3/4/20,California,39512223,10,1
3/4/20,Colorado,5758736,0,0
3/4/20,Connecticut,3565287,0,0
3/4/20,Delaware,973764,0,0
3/4/20,District of Columbia,705749,0,0
3/4/20,Florida,21477737,0,0
3/4/20,Georgia,10617423,0,0
3/4/20,Hawaii,1415872,0,0
3/4/20,Idaho,1787065,0,0
3/4/20,Illinois,12671821,0,0
3/4/20,Indiana,6732219,0,0
3/4/20,Iowa,3155070,0,0
3/4/20,Kansas,2913314,0,0
3/4/20,Kentucky,4467673,0,0
3/4/20,Louisiana,4648794,0,0
3/4/20,Maine,1344212,0,0
3/4/20,Maryland,6045680,0,0
3/4/20,Massachusetts,6892503,0,0
3/4/20,Michigan,9986857,0,0
3/4/20,Minnesota,5639632,0,0
3/4/20,Mississippi,2976149,0,0
3/4/20,Missouri,6137428,0,0
3/4/20,Montana,1068778,0,0
3/4/20,Nebraska,1934408,0,0
3/4/20,Nevada,3080156,0,0
3/4/20,New Hampshire,1359711,0,0
3/4/20,New Jersey,8882190,0,0
3/4/20,New Mexico,2096829,0,0
3/4/20,New York,26161672,9,0
3/4/20,North Carolina,10488084,0,0
3/4/20,North Dakota,762062,0,0
3/4/20,Ohio,11689100,0,0
3/4/20,Oklahoma,3956971,0,0
3/4/20,Oregon,4217737,0,0
3/4/20,Pennsylvania,12801989,0,0
3/4/20,Rhode Island,1059361,0,0
3/4/20,South Carolina,5148714,0,0
3/4/20,South Dakota,884659,0,0
3/4/20,Tennessee,6829174,0,0
3/4/20,Texas,28995881,0,0
3/4/20,Utah,3205958,0,0
3/4/20,Vermont,623989,0,0
3/4/20,Virginia,8535519,0,0
3/4/20,Washington,7614893,12,3
3/4/20,West Virginia,1792147,0,0
3/4/20,Wisconsin,5822434,0,0
3/4/20,Wyoming,578759,0,0
3/5/20,Alabama,4903185,0,0
3/5/20,Alaska,731545,0,0
3/5/20,Arizona,7278717,0,0
3/5/20,Arkansas,3017804,0,0
3/5/20,California,39512223,16,0
3/5/20,Colorado,5758736,2,0
3/5/20,Connecticut,3565287,0,0
3/5/20,Delaware,973764,0,0
3/5/20,District of Columbia,705749,0,0
3/5/20,Florida,21477737,1,0
3/5/20,Georgia,10617423,0,0
3/5/20,Hawaii,1415872,0,0
3/5/20,Idaho,1787065,0,0
3/5/20,Illinois,12671821,1,0
3/5/20,Indiana,6732219,0,0
3/5/20,Iowa,3155070,0,0
3/5/20,Kansas,2913314,0,0
3/5/20,Kentucky,4467673,0,0
3/5/20,Louisiana,4648794,0,0
3/5/20,Maine,1344212,0,0
3/5/20,Maryland,6045680,0,0
3/5/20,Massachusetts,6892503,0,0
3/5/20,Michigan,9986857,0,0
3/5/20,Minnesota,5639632,0,0
3/5/20,Mississippi,2976149,0,0
3/5/20,Missouri,6137428,0,0
3/5/20,Montana,1068778,0,0
3/5/20,Nebraska,1934408,0,0
3/5/20,Nevada,3080156,1,0
3/5/20,New Hampshire,1359711,0,0
3/5/20,New Jersey,8882190,2,0
3/5/20,New Mexico,2096829,0,0
3/5/20,New York,26161672,12,0
3/5/20,North Carolina,10488084,0,0
3/5/20,North Dakota,762062,0,0
3/5/20,Ohio,11689100,0,0
3/5/20,Oklahoma,3956971,0,0
3/5/20,Oregon,4217737,0,0
3/5/20,Pennsylvania,12801989,0,0
3/5/20,Rhode Island,1059361,0,0
3/5/20,South Carolina,5148714,0,0
3/5/20,South Dakota,884659,0,0
3/5/20,Tennessee,6829174,1,0
3/5/20,Texas,28995881,3,0
3/5/20,Utah,3205958,0,0
3/5/20,Vermont,623989,0,0
3/5/20,Virginia,8535519,0,0
3/5/20,Washington,7614893,31,1
3/5/20,West Virginia,1792147,0,0
3/5/20,Wisconsin,5822434,0,0
3/5/20,Wyoming,578759,0,0
3/6/20,Alabama,4903185,0,0
3/6/20,Alaska,731545,0,0
3/6/20,Arizona,7278717,1,0
3/6/20,Arkansas,3017804,0,0
3/6/20,California,39512223,8,0
3/6/20,Colorado,5758736,6,0
3/6/20,Connecticut,3565287,0,0
3/6/20,Delaware,973764,0,0
3/6/20,District of Columbia,705749,0,0
3/6/20,Florida,21477737,0,0
3/6/20,Georgia,10617423,1,0
3/6/20,Hawaii,1415872,0,0
3/6/20,Idaho,1787065,0,0
3/6/20,Illinois,12671821,0,0
3/6/20,Indiana,6732219,1,0
3/6/20,Iowa,3155070,0,0
3/6/20,Kansas,2913314,0,0
3/6/20,Kentucky,4467673,1,0
3/6/20,Louisiana,4648794,0,0
3/6/20,Maine,1344212,0,0
3/6/20,Maryland,6045680,3,0
3/6/20,Massachusetts,6892503,4,0
3/6/20,Michigan,9986857,0,0
3/6/20,Minnesota,5639632,1,0
3/6/20,Mississippi,2976149,0,0
3/6/20,Missouri,6137428,0,0
3/6/20,Montana,1068778,0,0
3/6/20,Nebraska,1934408,1,0
3/6/20,Nevada,3080156,1,0
3/6/20,New Hampshire,1359711,0,0
3/6/20,New Jersey,8882190,0,0
3/6/20,New Mexico,2096829,0,0
3/6/20,New York,26161672,8,0
3/6/20,North Carolina,10488084,1,0
3/6/20,North Dakota,762062,0,0
3/6/20,Ohio,11689100,0,0
3/6/20,Oklahoma,3956971,0,0
3/6/20,Oregon,4217737,0,0
3/6/20,Pennsylvania,12801989,2,0
3/6/20,Rhode Island,1059361,0,0
3/6/20,South Carolina,5148714,0,0
3/6/20,South Dakota,884659,0,0
3/6/20,Tennessee,6829174,0,0
3/6/20,Texas,28995881,1,0
3/6/20,Utah,3205958,0,0
3/6/20,Vermont,623989,0,0
3/6/20,Virginia,8535519,0,0
3/6/20,Washington,7614893,8,2
3/6/20,West Virginia,1792147,0,0
3/6/20,Wisconsin,5822434,0,0
3/6/20,Wyoming,578759,0,0
3/7/20,Alabama,4903185,0,0
3/7/20,Alaska,731545,0,0
3/7/20,Arizona,7278717,2,0
3/7/20,Arkansas,3017804,0,0
3/7/20,California,39512223,22,0
3/7/20,Colorado,5758736,0,0
3/7/20,Connecticut,3565287,0,0
3/7/20,Delaware,973764,0,0
3/7/20,District of Columbia,705749,0,0
3/7/20,Florida,21477737,4,0
3/7/20,Georgia,10617423,2,0
3/7/20,Hawaii,1415872,1,0
3/7/20,Idaho,1787065,0,0
3/7/20,Illinois,12671821,1,0
3/7/20,Indiana,6732219,0,0
3/7/20,Iowa,3155070,0,0
3/7/20,Kansas,2913314,0,0
3/7/20,Kentucky,4467673,0,0
3/7/20,Louisiana,4648794,0,0
3/7/20,Maine,1344212,0,0
3/7/20,Maryland,6045680,0,0
3/7/20,Massachusetts,6892503,0,0
3/7/20,Michigan,9986857,0,0
3/7/20,Minnesota,5639632,0,0
3/7/20,Mississippi,2976149,0,0
3/7/20,Missouri,6137428,0,0
3/7/20,Montana,1068778,0,0
3/7/20,Nebraska,1934408,0,0
3/7/20,Nevada,3080156,0,0
3/7/20,New Hampshire,1359711,0,0
3/7/20,New Jersey,8882190,2,0
3/7/20,New Mexico,2096829,0,0
3/7/20,New York,26161672,45,0
3/7/20,North Carolina,10488084,0,0
3/7/20,North Dakota,762062,0,0
3/7/20,Ohio,11689100,0,0
3/7/20,Oklahoma,3956971,1,0
3/7/20,Oregon,4217737,3,0
3/7/20,Pennsylvania,12801989,0,0
3/7/20,Rhode Island,1059361,1,0
3/7/20,South Carolina,5148714,2,0
3/7/20,South Dakota,884659,0,0
3/7/20,Tennessee,6829174,0,0
3/7/20,Texas,28995881,4,0
3/7/20,Utah,3205958,1,0
3/7/20,Vermont,623989,0,0
3/7/20,Virginia,8535519,0,0
3/7/20,Washington,7614893,24,3
3/7/20,West Virginia,1792147,0,0
3/7/20,Wisconsin,5822434,0,0
3/7/20,Wyoming,578759,0,0
3/8/20,Alabama,4903185,0,0
3/8/20,Alaska,731545,0,0
3/8/20,Arizona,7278717,0,0
3/8/20,Arkansas,3017804,0,0
3/8/20,California,39512223,14,0
3/8/20,Colorado,5758736,0,0
3/8/20,Connecticut,3565287,0,0
3/8/20,Delaware,973764,0,0
3/8/20,District of Columbia,705749,0,0
3/8/20,Florida,21477737,3,2
3/8/20,Georgia,10617423,0,0
3/8/20,Hawaii,1415872,0,0
3/8/20,Idaho,1787065,0,0
3/8/20,Illinois,12671821,1,0
3/8/20,Indiana,6732219,1,0
3/8/20,Iowa,3155070,0,0
3/8/20,Kansas,2913314,1,0
3/8/20,Kentucky,4467673,0,0
3/8/20,Louisiana,4648794,0,0
3/8/20,Maine,1344212,0,0
3/8/20,Maryland,6045680,2,0
3/8/20,Massachusetts,6892503,16,0
3/8/20,Michigan,9986857,0,0
3/8/20,Minnesota,5639632,0,0
3/8/20,Mississippi,2976149,0,0
3/8/20,Missouri,6137428,1,0
3/8/20,Montana,1068778,0,0
3/8/20,Nebraska,1934408,0,0
3/8/20,Nevada,3080156,2,0
3/8/20,New Hampshire,1359711,2,0
3/8/20,New Jersey,8882190,1,0
3/8/20,New Mexico,2096829,0,0
3/8/20,New York,26161672,30,0
3/8/20,North Carolina,10488084,0,0
3/8/20,North Dakota,762062,0,0
3/8/20,Ohio,11689100,0,0
3/8/20,Oklahoma,3956971,0,0
3/8/20,Oregon,4217737,8,0
3/8/20,Pennsylvania,12801989,4,0
3/8/20,Rhode Island,1059361,0,0
3/8/20,South Carolina,5148714,0,0
3/8/20,South Dakota,884659,0,0
3/8/20,Tennessee,6829174,2,0
3/8/20,Texas,28995881,3,0
3/8/20,Utah,3205958,0,0
3/8/20,Vermont,623989,1,0
3/8/20,Virginia,8535519,2,0
3/8/20,Washington,7614893,20,2
3/8/20,West Virginia,1792147,0,0
3/8/20,Wisconsin,5822434,0,0
3/8/20,Wyoming,578759,0,0
3/9/20,Alabama,4903185,0,0
3/9/20,Alaska,731545,0,0
3/9/20,Arizona,7278717,0,0
3/9/20,Arkansas,3017804,0,0
3/9/20,California,39512223,6,0
3/9/20,Colorado,5758736,4,0
3/9/20,Connecticut,3565287,0,0
3/9/20,Delaware,973764,0,0
3/9/20,District of Columbia,705749,0,0
3/9/20,Florida,21477737,3,0
3/9/20,Georgia,10617423,5,0
3/9/20,Hawaii,1415872,0,0
3/9/20,Idaho,1787065,0,0
3/9/20,Illinois,12671821,0,0
3/9/20,Indiana,6732219,1,0
3/9/20,Iowa,3155070,3,0
3/9/20,Kansas,2913314,0,0
3/9/20,Kentucky,4467673,3,0
3/9/20,Louisiana,4648794,0,0
3/9/20,Maine,1344212,0,0
3/9/20,Maryland,6045680,0,0
3/9/20,Massachusetts,6892503,0,0
3/9/20,Michigan,9986857,0,0
3/9/20,Minnesota,5639632,1,0
3/9/20,Mississippi,2976149,0,0
3/9/20,Missouri,6137428,0,0
3/9/20,Montana,1068778,0,0
3/9/20,Nebraska,1934408,2,0
3/9/20,Nevada,3080156,0,0
3/9/20,New Hampshire,1359711,0,0
3/9/20,New Jersey,8882190,0,0
3/9/20,New Mexico,2096829,0,0
3/9/20,New York,26161672,36,0
3/9/20,North Carolina,10488084,0,0
3/9/20,North Dakota,762062,0,0
3/9/20,Ohio,11689100,0,0
3/9/20,Oklahoma,3956971,0,0
3/9/20,Oregon,4217737,0,0
3/9/20,Pennsylvania,12801989,1,0
3/9/20,Rhode Island,1059361,0,0
3/9/20,South Carolina,5148714,1,0
3/9/20,South Dakota,884659,0,0
3/9/20,Tennessee,6829174,0,0
3/9/20,Texas,28995881,2,0
3/9/20,Utah,3205958,0,0
3/9/20,Vermont,623989,0,0
3/9/20,Virginia,8535519,0,0
3/9/20,Washington,7614893,0,1
3/9/20,West Virginia,1792147,0,0
3/9/20,Wisconsin,5822434,0,0
3/9/20,Wyoming,578759,0,0
3/10/20,Alabama,4903185,0,0
3/10/20,Alaska,731545,0,0
3/10/20,Arizona,7278717,2,0
3/10/20,Arkansas,3017804,0,0
3/10/20,California,39512223,43,1
3/10/20,Colorado,5758736,5,0
3/10/20,Connecticut,3565287,1,0
3/10/20,Delaware,973764,0,0
3/10/20,District of Columbia,705749,0,0
3/10/20,Florida,21477737,2,0
3/10/20,Georgia,10617423,7,0
3/10/20,Hawaii,1415872,2,0
3/10/20,Idaho,1787065,0,0
3/10/20,Illinois,12671821,5,0
3/10/20,Indiana,6732219,3,0
3/10/20,Iowa,3155070,5,0
3/10/20,Kansas,2913314,0,0
3/10/20,Kentucky,4467673,1,0
3/10/20,Louisiana,4648794,0,0
3/10/20,Maine,1344212,0,0
3/10/20,Maryland,6045680,3,0
3/10/20,Massachusetts,6892503,19,0
3/10/20,Michigan,9986857,0,0
3/10/20,Minnesota,5639632,0,0
3/10/20,Mississippi,2976149,0,0
3/10/20,Missouri,6137428,0,0
3/10/20,Montana,1068778,0,0
3/10/20,Nebraska,1934408,0,0
3/10/20,Nevada,3080156,0,0
3/10/20,New Hampshire,1359711,0,0
3/10/20,New Jersey,8882190,10,1
3/10/20,New Mexico,2096829,0,0
3/10/20,New York,26161672,8,0
3/10/20,North Carolina,10488084,5,0
3/10/20,North Dakota,762062,0,0
3/10/20,Ohio,11689100,3,0
3/10/20,Oklahoma,3956971,1,0
3/10/20,Oregon,4217737,0,0
3/10/20,Pennsylvania,12801989,5,0
3/10/20,Rhode Island,1059361,0,0
3/10/20,South Carolina,5148714,4,0
3/10/20,South Dakota,884659,0,0
3/10/20,Tennessee,6829174,0,0
3/10/20,Texas,28995881,3,0
3/10/20,Utah,3205958,0,0
3/10/20,Vermont,623989,0,0
3/10/20,Virginia,8535519,6,0
3/10/20,Washington,7614893,40,4
3/10/20,West Virginia,1792147,0,0
3/10/20,Wisconsin,5822434,3,0
3/10/20,Wyoming,578759,0,0
3/11/20,Alabama,4903185,0,0
3/11/20,Alaska,731545,0,0
3/11/20,Arizona,7278717,3,0
3/11/20,Arkansas,3017804,0,0
3/11/20,California,39512223,34,2
3/11/20,Colorado,5758736,17,0
3/11/20,Connecticut,3565287,2,0
3/11/20,Delaware,973764,1,0
3/11/20,District of Columbia,705749,0,0
3/11/20,Florida,21477737,9,0
3/11/20,Georgia,10617423,6,0
3/11/20,Hawaii,1415872,-1,0
3/11/20,Idaho,1787065,0,0
3/11/20,Illinois,12671821,13,0
3/11/20,Indiana,6732219,5,0
3/11/20,Iowa,3155070,5,0
3/11/20,Kansas,2913314,0,0
3/11/20,Kentucky,4467673,3,0
3/11/20,Louisiana,4648794,5,0
3/11/20,Maine,1344212,0,0
3/11/20,Maryland,6045680,1,0
3/11/20,Massachusetts,6892503,51,0
3/11/20,Michigan,9986857,2,0
3/11/20,Minnesota,5639632,3,0
3/11/20,Mississippi,2976149,0,0
3/11/20,Missouri,6137428,0,0
3/11/20,Montana,1068778,0,0
3/11/20,Nebraska,1934408,2,0
3/11/20,Nevada,3080156,3,0
3/11/20,New Hampshire,1359711,1,0
3/11/20,New Jersey,8882190,8,0
3/11/20,New Mexico,2096829,3,0
3/11/20,New York,26161672,70,1
3/11/20,North Carolina,10488084,0,0
3/11/20,North Dakota,762062,0,0
3/11/20,Ohio,11689100,1,0
3/11/20,Oklahoma,3956971,0,0
3/11/20,Oregon,4217737,5,0
3/11/20,Pennsylvania,12801989,4,0
3/11/20,Rhode Island,1059361,2,0
3/11/20,South Carolina,5148714,3,0
3/11/20,South Dakota,884659,8,1
3/11/20,Tennessee,6829174,6,0
3/11/20,Texas,28995881,5,0
3/11/20,Utah,3205958,1,0
3/11/20,Vermont,623989,0,0
3/11/20,Virginia,8535519,1,0
3/11/20,Washington,7614893,120,1
3/11/20,West Virginia,1792147,0,0
3/11/20,Wisconsin,5822434,1,0
3/11/20,Wyoming,578759,0,0
3/12/20,Alabama,4903185,0,0
3/12/20,Alaska,731545,0,0
3/12/20,Arizona,7278717,0,0
3/12/20,Arkansas,3017804,0,0
3/12/20,California,39512223,43,0
3/12/20,Colorado,5758736,15,1
3/12/20,Connecticut,3565287,2,0
3/12/20,Delaware,973764,0,0
3/12/20,District of Columbia,705749,0,0
3/12/20,Florida,21477737,6,0
3/12/20,Georgia,10617423,8,1
3/12/20,Hawaii,1415872,0,0
3/12/20,Idaho,1787065,0,0
3/12/20,Illinois,12671821,7,0
3/12/20,Indiana,6732219,2,0
3/12/20,Iowa,3155070,1,0
3/12/20,Kansas,2913314,3,0
3/12/20,Kentucky,4467673,2,0
3/12/20,Louisiana,4648794,14,0
3/12/20,Maine,1344212,1,0
3/12/20,Maryland,6045680,3,0
3/12/20,Massachusetts,6892503,15,0
3/12/20,Michigan,9986857,1,1
3/12/20,Minnesota,5639632,4,0
3/12/20,Mississippi,2976149,1,0
3/12/20,Missouri,6137428,0,0
3/12/20,Montana,1068778,0,0
3/12/20,Nebraska,1934408,5,0
3/12/20,Nevada,3080156,3,0
3/12/20,New Hampshire,1359711,1,0
3/12/20,New Jersey,8882190,6,0
3/12/20,New Mexico,2096829,2,0
3/12/20,New York,26161672,107,0
3/12/20,North Carolina,10488084,8,0
3/12/20,North Dakota,762062,1,0
3/12/20,Ohio,11689100,1,0
3/12/20,Oklahoma,3956971,1,0
3/12/20,Oregon,4217737,5,0
3/12/20,Pennsylvania,12801989,6,0
3/12/20,Rhode Island,1059361,-2,0
3/12/20,South Carolina,5148714,-3,0
3/12/20,South Dakota,884659,-1,0
3/12/20,Tennessee,6829174,9,0
3/12/20,Texas,28995881,6,0
3/12/20,Utah,3205958,0,0
3/12/20,Vermont,623989,1,0
3/12/20,Virginia,8535519,3,0
3/12/20,Washington,7614893,124,7
3/12/20,West Virginia,1792147,0,0
3/12/20,Wisconsin,5822434,4,0
3/12/20,Wyoming,578759,1,0
3/13/20,Alabama,4903185,2,0
3/13/20,Alaska,731545,0,0
3/13/20,Arizona,7278717,0,0
3/13/20,Arkansas,3017804,0,0
3/13/20,California,39512223,60,0
3/13/20,Colorado,5758736,29,1
3/13/20,Connecticut,3565287,6,0
3/13/20,Delaware,973764,3,0
3/13/20,District of Columbia,705749,0,0
3/13/20,Florida,21477737,15,0
3/13/20,Georgia,10617423,11,0
3/13/20,Hawaii,1415872,0,0
3/13/20,Idaho,1787065,0,0
3/13/20,Illinois,12671821,14,0
3/13/20,Indiana,6732219,0,0
3/13/20,Iowa,3155070,3,0
3/13/20,Kansas,2913314,2,1
3/13/20,Kentucky,4467673,2,0
3/13/20,Louisiana,4648794,10,0
3/13/20,Maine,1344212,0,0
3/13/20,Maryland,6045680,6,0
3/13/20,Massachusetts,6892503,16,0
3/13/20,Michigan,9986857,19,0
3/13/20,Minnesota,5639632,1,0
3/13/20,Mississippi,2976149,3,0
3/13/20,Missouri,6137428,2,0
3/13/20,Montana,1068778,0,0
3/13/20,Nebraska,1934408,4,0
3/13/20,Nevada,3080156,8,0
3/13/20,New Hampshire,1359711,0,0
3/13/20,New Jersey,8882190,20,0
3/13/20,New Mexico,2096829,5,0
3/13/20,New York,26161672,94,1
3/13/20,North Carolina,10488084,2,0
3/13/20,North Dakota,762062,0,0
3/13/20,Ohio,11689100,7,0
3/13/20,Oklahoma,3956971,0,0
3/13/20,Oregon,4217737,6,0
3/13/20,Pennsylvania,12801989,19,0
3/13/20,Rhode Island,1059361,0,0
3/13/20,South Carolina,5148714,1,0
3/13/20,South Dakota,884659,1,0
3/13/20,Tennessee,6829174,8,0
3/13/20,Texas,28995881,17,0
3/13/20,Utah,3205958,4,0
3/13/20,Vermont,623989,0,0
3/13/20,Virginia,8535519,14,0
3/13/20,Washington,7614893,97,6
3/13/20,West Virginia,1792147,0,0
3/13/20,Wisconsin,5822434,11,0
3/13/20,Wyoming,578759,0,0
3/14/20,Alabama,4903185,4,0
3/14/20,Alaska,731545,1,0
3/14/20,Arizona,7278717,3,0
3/14/20,Arkansas,3017804,3,0
3/14/20,California,39512223,90,-1
3/14/20,Colorado,5758736,25,0
3/14/20,Connecticut,3565287,12,0
3/14/20,Delaware,973764,2,0
3/14/20,District of Columbia,705749,0,0
3/14/20,Florida,21477737,19,0
3/14/20,Georgia,10617423,31,0
3/14/20,Hawaii,1415872,2,0
3/14/20,Idaho,1787065,2,0
3/14/20,Illinois,12671821,18,0
3/14/20,Indiana,6732219,3,0
3/14/20,Iowa,3155070,0,0
3/14/20,Kansas,2913314,2,0
3/14/20,Kentucky,4467673,4,0
3/14/20,Louisiana,4648794,44,1
3/14/20,Maine,1344212,0,0
3/14/20,Maryland,6045680,2,0
3/14/20,Massachusetts,6892503,15,0
3/14/20,Michigan,9986857,13,0
3/14/20,Minnesota,5639632,11,0
3/14/20,Mississippi,2976149,2,0
3/14/20,Missouri,6137428,1,0
3/14/20,Montana,1068778,4,0
3/14/20,Nebraska,1934408,4,0
3/14/20,Nevada,3080156,2,0
3/14/20,New Hampshire,1359711,1,0
3/14/20,New Jersey,8882190,20,0
3/14/20,New Mexico,2096829,3,0
3/14/20,New York,26161672,167,3
3/14/20,North Carolina,10488084,8,0
3/14/20,North Dakota,762062,0,0
3/14/20,Ohio,11689100,14,0
3/14/20,Oklahoma,3956971,1,0
3/14/20,Oregon,4217737,6,0
3/14/20,Pennsylvania,12801989,6,0
3/14/20,Rhode Island,1059361,17,0
3/14/20,South Carolina,5148714,11,0
3/14/20,South Dakota,884659,0,0
3/14/20,Tennessee,6829174,6,0
3/14/20,Texas,28995881,16,0
3/14/20,Utah,3205958,1,0
3/14/20,Vermont,623989,3,0
3/14/20,Virginia,8535519,11,1
3/14/20,Washington,7614893,100,2
3/14/20,West Virginia,1792147,0,0
3/14/20,Wisconsin,5822434,8,0
3/14/20,Wyoming,578759,1,0
3/15/20,Alabama,4903185,5,0
3/15/20,Alaska,731545,0,0
3/15/20,Arizona,7278717,0,0
3/15/20,Arkansas,3017804,0,0
3/15/20,California,39512223,2,2
3/15/20,Colorado,5758736,33,0
3/15/20,Connecticut,3565287,1,0
3/15/20,Delaware,973764,0,0
3/15/20,District of Columbia,705749,0,0
3/15/20,Florida,21477737,36,1
3/15/20,Georgia,10617423,26,0
3/15/20,Hawaii,1415872,2,0
3/15/20,Idaho,1787065,2,0
3/15/20,Illinois,12671821,2,0
3/15/20,Indiana,6732219,4,0
3/15/20,Iowa,3155070,1,0
3/15/20,Kansas,2913314,0,0
3/15/20,Kentucky,4467673,2,0
3/15/20,Louisiana,4648794,14,1
3/15/20,Maine,1344212,1,0
3/15/20,Maryland,6045680,4,0
3/15/20,Massachusetts,6892503,0,0
3/15/20,Michigan,9986857,10,0
3/15/20,Minnesota,5639632,0,0
3/15/20,Mississippi,2976149,0,0
3/15/20,Missouri,6137428,1,0
3/15/20,Montana,1068778,2,0
3/15/20,Nebraska,1934408,-1,0
3/15/20,Nevada,3080156,0,0
3/15/20,New Hampshire,1359711,0,0
3/15/20,New Jersey,8882190,3,1
3/15/20,New Mexico,2096829,0,0
3/15/20,New York,26161672,27,5
3/15/20,North Carolina,10488084,7,0
3/15/20,North Dakota,762062,0,0
3/15/20,Ohio,11689100,4,0
3/15/20,Oklahoma,3956971,0,0
3/15/20,Oregon,4217737,0,1
3/15/20,Pennsylvania,12801989,0,0
3/15/20,Rhode Island,1059361,0,0
3/15/20,South Carolina,5148714,0,0
3/15/20,South Dakota,884659,0,0
3/15/20,Tennessee,6829174,0,0
3/15/20,Texas,28995881,3,0
3/15/20,Utah,3205958,11,0
3/15/20,Vermont,623989,0,0
3/15/20,Virginia,8535519,0,0
3/15/20,Washington,7614893,0,1
3/15/20,West Virginia,1792147,0,0
3/15/20,Wisconsin,5822434,1,0
3/15/20,Wyoming,578759,0,0
3/16/20,Alabama,4903185,18,0
3/16/20,Alaska,731545,0,0
3/16/20,Arizona,7278717,6,0
3/16/20,Arkansas,3017804,0,0
3/16/20,California,39512223,184,2
3/16/20,Colorado,5758736,25,0
3/16/20,Connecticut,3565287,17,0
3/16/20,Delaware,973764,2,0
3/16/20,District of Columbia,705749,22,0
3/16/20,Florida,21477737,1,0
3/16/20,Georgia,10617423,22,0
3/16/20,Hawaii,1415872,2,0
3/16/20,Idaho,1787065,0,0
3/16/20,Illinois,12671821,17,0
3/16/20,Indiana,6732219,5,1
3/16/20,Iowa,3155070,5,0
3/16/20,Kansas,2913314,3,0
3/16/20,Kentucky,4467673,3,1
3/16/20,Louisiana,4648794,28,1
3/16/20,Maine,1344212,15,0
3/16/20,Maryland,6045680,18,0
3/16/20,Massachusetts,6892503,49,0
3/16/20,Michigan,9986857,31,0
3/16/20,Minnesota,5639632,32,0
3/16/20,Mississippi,2976149,6,0
3/16/20,Missouri,6137428,3,0
3/16/20,Montana,1068778,0,0
3/16/20,Nebraska,1934408,1,0
3/16/20,Nevada,3080156,25,1
3/16/20,New Hampshire,1359711,10,0
3/16/20,New Jersey,8882190,104,0
3/16/20,New Mexico,2096829,8,0
3/16/20,New York,26161672,352,11
3/16/20,North Carolina,10488084,7,0
3/16/20,North Dakota,762062,0,0
3/16/20,Ohio,11689100,20,0
3/16/20,Oklahoma,3956971,6,0
3/16/20,Oregon,4217737,3,0
3/16/20,Pennsylvania,12801989,32,0
3/16/20,Rhode Island,1059361,1,0
3/16/20,South Carolina,5148714,11,1
3/16/20,South Dakota,884659,2,0
3/16/20,Tennessee,6829174,20,0
3/16/20,Texas,28995881,22,0
3/16/20,Utah,3205958,8,0
3/16/20,Vermont,623989,7,0
3/16/20,Virginia,8535519,12,1
3/16/20,Washington,7614893,176,8
3/16/20,West Virginia,1792147,0,0
3/16/20,Wisconsin,5822434,20,0
3/16/20,Wyoming,578759,0,0
3/17/20,Alabama,4903185,10,0
3/17/20,Alaska,731545,2,0
3/17/20,Arizona,7278717,2,0
3/17/20,Arkansas,3017804,0,0
3/17/20,California,39512223,143,5
3/17/20,Colorado,5758736,22,1
3/17/20,Connecticut,3565287,27,0
3/17/20,Delaware,973764,8,0
3/17/20,District of Columbia,705749,0,0
3/17/20,Florida,21477737,89,2
3/17/20,Georgia,10617423,25,0
3/17/20,Hawaii,1415872,2,0
3/17/20,Idaho,1787065,4,0
3/17/20,Illinois,12671821,78,1
3/17/20,Indiana,6732219,5,1
3/17/20,Iowa,3155070,0,0
3/17/20,Kansas,2913314,7,0
3/17/20,Kentucky,4467673,5,0
3/17/20,Louisiana,4648794,81,1
3/17/20,Maine,1344212,9,0
3/17/20,Maryland,6045680,18,0
3/17/20,Massachusetts,6892503,30,0
3/17/20,Michigan,9986857,14,0
3/17/20,Minnesota,5639632,6,0
3/17/20,Mississippi,2976149,9,0
3/17/20,Missouri,6137428,6,0
3/17/20,Montana,1068778,2,0
3/17/20,Nebraska,1934408,5,0
3/17/20,Nevada,3080156,10,0
3/17/20,New Hampshire,1359711,9,0
3/17/20,New Jersey,8882190,74,1
3/17/20,New Mexico,2096829,2,0
3/17/20,New York,26161672,611,14
3/17/20,North Carolina,10488084,25,0
3/17/20,North Dakota,762062,2,0
3/17/20,Ohio,11689100,17,0
3/17/20,Oklahoma,3956971,7,0
3/17/20,Oregon,4217737,27,0
3/17/20,Pennsylvania,12801989,33,0
3/17/20,Rhode Island,1059361,2,0
3/17/20,South Carolina,5148714,17,0
3/17/20,South Dakota,884659,1,0
3/17/20,Tennessee,6829174,22,0
3/17/20,Texas,28995881,25,1
3/17/20,Utah,3205958,9,0
