Year,Age Group,Rates,Sex
2010,0-4,5.062487293156894,Female
2010,0-4,5.303980118316573,Male
2010,5-9,9.385804604,Female
2010,5-9,13.640799786294137,Male
2010,10-14,7.8296629602302605,Female
2010,10-14,13.253399515882244,Male
2010,15-19,5.941930522015413,Female
2010,15-19,8.671537327909219,Male
2010,20-24,4.920113074170375,Female
2010,20-24,6.050967752947837,Male
2010,25-29,4.3786855128852595,Female
2010,25-29,5.243309738,Male
2010,30-34,5.450751709574365,Female
2010,30-34,6.088713753250299,Male
2010,35-39,5.810326934008468,Female
2010,35-39,6.755484101993999,Male
2010,40-44,7.025939712296338,Female
2010,40-44,8.673619024265939,Male
2010,45-49,8.333384235,Female
2010,45-49,10.326597897848291,Male
2010,50-54,9.848836165137069,Female
2010,50-54,11.469719029294959,Male
2010,55-59,9.856266052560546,Female
2010,55-59,12.047514144094528,Male
2010,60-64,10.485597533551932,Female
2010,60-64,12.454058803505719,Male
2010,65-69,10.987398902346776,Female
2010,65-69,13.55427307364771,Male
2010,70-74,10.251378010379373,Female
2010,70-74,12.215941335398968,Male
2010,75-79,8.395645394069094,Female
2010,75-79,12.269615223611384,Male
2010,80-84,6.865326624431873,Female
2010,80-84,10.579519178196826,Male
2010,85+,3.8037694283550656,Female
2010,85+,6.849402085863883,Male
2011,0-4,5.546034524369641,Female
2011,0-4,5.835815743455205,Male
2011,5-9,10.630386971204814,Female
2011,5-9,15.015090213821049,Male
2011,10-14,8.501931943071616,Female
2011,10-14,14.677109263050445,Male
2011,15-19,6.583984221206691,Female
2011,15-19,9.567473754414278,Male
2011,20-24,4.751992498,Female
2011,20-24,7.102256394816821,Male
2011,25-29,4.8204999541672935,Female
2011,25-29,6.5507335704996645,Male
2011,30-34,4.999159809176603,Female
2011,30-34,7.046904939004365,Male
2011,35-39,5.872044294313362,Female
2011,35-39,8.344291622946269,Male
2011,40-44,7.128275106796498,Female
2011,40-44,9.256279903019431,Male
2011,45-49,8.232467764715535,Female
2011,45-49,11.22342962621961,Male
2011,50-54,10.201619839811087,Female
2011,50-54,13.013181358653851,Male
2011,55-59,11.663620048671195,Female
2011,55-59,14.581455669470701,Male
2011,60-64,11.716244216587828,Female
2011,60-64,14.269177558083689,Male
2011,65-69,13.048473020077896,Female
2011,65-69,15.016750592519484,Male
2011,70-74,12.566007566119968,Female
2011,70-74,16.441668638607126,Male
2011,75-79,10.634489236549536,Female
2011,75-79,14.816927427060657,Male
2011,80-84,9.090106479125863,Female
2011,80-84,14.22160690450448,Male
2011,85+,4.561657486112506,Female
2011,85+,8.231300609222455,Male
2012,0-4,4.194784941049459,Female
2012,0-4,4.722298015214225,Male
2012,5-9,9.313129266334036,Female
2012,5-9,11.994761331032073,Male
2012,10-14,7.397452566555069,Female
2012,10-14,12.345849664285673,Male
2012,15-19,6.829293500462443,Female
2012,15-19,9.021264004,Male
2012,20-24,5.267586611749813,Female
2012,20-24,6.139752899626038,Male
2012,25-29,4.684156771819205,Female
2012,25-29,4.812603145,Male
2012,30-34,5.484101904967992,Female
2012,30-34,5.772566968,Male
2012,35-39,5.6409919439072835,Female
2012,35-39,5.986747957292745,Male
2012,40-44,6.0816101,Female
2012,40-44,7.484277036544039,Male
2012,45-49,7.660981853322842,Female
2012,45-49,8.740950504,Male
2012,50-54,8.279197498777906,Female
2012,50-54,10.97267974333141,Male
2012,55-59,9.072376166,Female
2012,55-59,11.407650399635433,Male
2012,60-64,9.117766625697788,Female
2012,60-64,12.390054384953949,Male
2012,65-69,9.697716086,Female
2012,65-69,12.773850777207091,Male
2012,70-74,9.78784206,Female
2012,70-74,13.439854692988485,Male
2012,75-79,8.569571830865216,Female
2012,75-79,11.567833044289316,Male
2012,80-84,7.240351647530339,Female
2012,80-84,10.832579300852588,Male
2012,85+,3.792508770176531,Female
2012,85+,8.610438296783975,Male
2013,0-4,5.808132065,Female
2013,0-4,6.4664556065500856,Male
2013,5-9,10.80551971371729,Female
2013,5-9,16.218279771607786,Male
2013,10-14,7.695545999977843,Female
2013,10-14,14.572528574528908,Male
2013,15-19,6.087551769595166,Female
2013,15-19,10.994464522116338,Male
2013,20-24,5.072202579282342,Female
2013,20-24,6.682238592708575,Male
2013,25-29,4.688965595396207,Female
2013,25-29,6.645127435171846,Male
2013,30-34,4.913572059373304,Female
2013,30-34,7.217327509856104,Male
2013,35-39,5.603951365431736,Female
2013,35-39,8.350092357547272,Male
2013,40-44,6.575487839254671,Female
2013,40-44,8.736025620521156,Male
2013,45-49,7.636500343129059,Female
2013,45-49,11.009227829917247,Male
2013,50-54,10.047573606748069,Female
2013,50-54,13.244742131199251,Male
2013,55-59,11.436120919141306,Female
2013,55-59,13.926022243071218,Male
2013,60-64,11.530452040307665,Female
2013,60-64,14.84553200857162,Male
2013,65-69,12.13238420725077,Female
2013,65-69,15.90886336677044,Male
2013,70-74,13.190623021952517,Female
2013,70-74,15.721243294131344,Male
2013,75-79,10.159021304120088,Female
2013,75-79,13.71663612625677,Male
2013,80-84,8.417117002046595,Female
2013,80-84,11.926401415604639,Male
2013,85+,4.010447341439145,Female
2013,85+,8.378226664544183,Male
2014,0-4,6.226878212,Female
2014,0-4,6.730387562086349,Male
2014,5-9,12.353031524518377,Female
2014,5-9,17.50928636,Male
2014,10-14,8.258643322234875,Female
2014,10-14,15.970001796980618,Male
2014,15-19,6.243812109883312,Female
2014,15-19,11.059379030712229,Male
2014,20-24,4.830997545,Female
2014,20-24,7.822835111338202,Male
2014,25-29,4.577186341601982,Female
2014,25-29,6.849549028022993,Male
2014,30-34,5.013537484828681,Female
2014,30-34,7.150605837858345,Male
2014,35-39,5.773246554576659,Female
2014,35-39,8.684740880013395,Male
2014,40-44,6.410680367537939,Female
2014,40-44,9.668704063839753,Male
2014,45-49,8.306993756052425,Female
2014,45-49,11.415259398919186,Male
2014,50-54,9.830375003946978,Female
2014,50-54,13.417809398659413,Male
2014,55-59,11.69147051530677,Female
2014,55-59,15.168851397291228,Male
2014,60-64,11.703778604210672,Female
2014,60-64,16.86024516806604,Male
2014,65-69,13.097961964560339,Female
2014,65-69,17.59581946551005,Male
2014,70-74,13.641679991325633,Female
2014,70-74,17.26428796596637,Male
2014,75-79,11.567374741208342,Female
2014,75-79,15.937636229012712,Male
2014,80-84,9.884549058881431,Female
2014,80-84,14.219981429882239,Male
2014,85+,5.875388221854659,Female
2014,85+,11.240932235278427,Male
2015,0-4,6.944321743164466,Female
2015,0-4,7.791850431014941,Male
2015,5-9,13.230371069535419,Female
2015,5-9,19.64464509917248,Male
2015,10-14,9.735216954212095,Female
2015,10-14,17.285884183434987,Male
2015,15-19,6.483398084815852,Female
2015,15-19,12.246184840632266,Male
2015,20-24,5.270295050495675,Female
2015,20-24,8.715084815806467,Male
2015,25-29,4.986695044285932,Female
2015,25-29,7.805643339808509,Male
2015,30-34,5.424511696417574,Female
2015,30-34,8.670517308071938,Male
2015,35-39,6.531431925954022,Female
2015,35-39,9.534378236771051,Male
2015,40-44,6.704616108471223,Female
2015,40-44,10.72083769,Male
2015,45-49,8.765184153845595,Female
2015,45-49,12.966114314084777,Male
2015,50-54,11.49199655699077,Female
2015,50-54,16.19685857853476,Male
2015,55-59,13.155797486992093,Female
2015,55-59,17.254220868232014,Male
2015,60-64,14.234116871266568,Female
2015,60-64,19.32670003420694,Male
2015,65-69,14.513283380196928,Female
2015,65-69,20.325289094241768,Male
2015,70-74,14.994980082261877,Female
2015,70-74,20.940124497181415,Male
2015,75-79,14.442976974877428,Female
2015,75-79,20.119629932015076,Male
2015,80-84,10.660700611794278,Female
2015,80-84,15.535045234396419,Male
2015,85+,6.449518228317343,Female
2015,85+,10.922831806364464,Male
2016,0-4,6.117508721,Female
2016,0-4,6.739120220117127,Male
2016,5-9,12.869697806905574,Female
2016,5-9,17.85961898968758,Male
2016,10-14,8.936377151138384,Female
2016,10-14,15.490205650287571,Male
2016,15-19,6.734180046818032,Female
2016,15-19,10.884042466646102,Male
2016,20-24,5.707257398135795,Female
2016,20-24,8.192033095,Male
2016,25-29,5.491810238171559,Female
2016,25-29,7.464641723336381,Male
2016,30-34,6.283735285,Female
2016,30-34,8.237897383076414,Male
2016,35-39,6.923413773785533,Female
2016,35-39,9.070182122902123,Male
2016,40-44,7.467115931414742,Female
2016,40-44,9.980950204885875,Male
2016,45-49,8.302621059749965,Female
2016,45-49,12.205286743127381,Male
2016,50-54,10.69671897536616,Female
2016,50-54,14.306094200027399,Male
2016,55-59,12.148869946701932,Female
2016,55-59,16.785465249960897,Male
2016,60-64,13.118738867661767,Female
2016,60-64,18.391647223684053,Male
2016,65-69,14.040365261341792,Female
2016,65-69,19.097883591209424,Male
2016,70-74,14.35321739735992,Female
2016,70-74,19.47053015865727,Male
2016,75-79,13.420259853281879,Female
2016,75-79,19.05149869998377,Male
2016,80-84,10.715913805405448,Female
2016,80-84,15.979546180888462,Male
2016,85+,5.568434737101179,Female
2016,85+,9.173798735805784,Male
2017,0-4,7.663117426114177,Female
2017,0-4,8.296369925305147,Male
2017,5-9,13.691048326183898,Female
2017,5-9,20.49661921365414,Male
2017,10-14,10.054741828040523,Female
2017,10-14,17.814807441725787,Male
2017,15-19,7.478842480561549,Female
2017,15-19,11.93530674248384,Male
2017,20-24,6.206095595458589,Female
2017,20-24,8.873872834750722,Male
2017,25-29,5.966655815029482,Female
2017,25-29,8.497878514295138,Male
2017,30-34,7.023911638,Female
2017,30-34,9.402691750617874,Male
2017,35-39,7.541766425169678,Female
2017,35-39,11.01256838856871,Male
2017,40-44,7.709787372179841,Female
2017,40-44,11.287184559460774,Male
2017,45-49,9.585375163619794,Female
2017,45-49,13.47828431005967,Male
2017,50-54,12.707137639786584,Female
2017,50-54,16.041276244700992,Male
2017,55-59,14.00464450420587,Female
2017,55-59,19.557994937225114,Male
2017,60-64,15.49198446070296,Female
2017,60-64,22.78280348535966,Male
2017,65-69,16.81597882672417,Female
2017,65-69,24.528431423247063,Male
2017,70-74,16.609649407066033,Female
2017,70-74,23.874170979528913,Male
2017,75-79,16.945344127041665,Female
2017,75-79,23.679099608022202,Male
2017,80-84,12.21241145639952,Female
2017,80-84,19.686249893183128,Male
2017,85+,7.819885322697014,Female
2017,85+,12.941140980177757,Male
2018,0-4,5.741819252495829,Female
2018,0-4,6.041966849082645,Male
2018,5-9,11.063673056527785,Female
2018,5-9,15.85511927127276,Male
2018,10-14,8.147580559814099,Female
2018,10-14,13.66285732075963,Male
2018,15-19,5.662164987,Female
2018,15-19,9.597704727032172,Male
2018,20-24,5.069053176902352,Female
2018,20-24,6.560908638407381,Male
2018,25-29,4.689739898009861,Female
2018,25-29,6.368951088703503,Male
2018,30-34,5.518216738925766,Female
2018,30-34,7.5181403070923425,Male
2018,35-39,5.8139383692813045,Female
2018,35-39,8.041379622,Male
2018,40-44,6.170855121956195,Female
2018,40-44,8.975898077961707,Male
2018,45-49,7.013115864317802,Female
2018,45-49,10.488487397179895,Male
2018,50-54,9.260531022070932,Female
2018,50-54,12.559829708586618,Male
2018,55-59,11.476453772231299,Female
2018,55-59,16.081425681248692,Male
2018,60-64,12.035287008058825,Female
2018,60-64,17.565982543508994,Male
2018,65-69,14.411500886478738,Female
2018,65-69,20.553642076708087,Male
2018,70-74,13.912317860394138,Female
2018,70-74,20.048322424766372,Male
2018,75-79,14.91575919357156,Female
2018,75-79,20.146155155867874,Male
2018,80-84,11.676898796629137,Female
2018,80-84,17.721056639282864,Male
2018,85+,6.681713600354582,Female
2018,85+,11.704089743358894,Male
2019,0-4,4.963389516464503,Female
2019,0-4,5.759270876,Male
2019,5-9,10.66105952927275,Female
2019,5-9,15.093892720738022,Male
2019,10-14,7.143634447665076,Female
2019,10-14,12.90788493015724,Male
2019,15-19,5.953318805554815,Female
2019,15-19,8.760469784377126,Male
2019,20-24,5.379534172049038,Female
2019,20-24,6.587240271622007,Male
2019,25-29,4.913742975127258,Female
2019,25-29,6.563656906922021,Male
2019,30-34,5.741981148,Female
2019,30-34,8.082318279759026,Male
2019,35-39,5.855631073145671,Female
2019,35-39,9.226495594,Male
2019,40-44,6.470720339960463,Female
2019,40-44,9.287094371011344,Male
2019,45-49,8.042450166883265,Female
2019,45-49,10.671813469395648,Male
2019,50-54,10.01194887590844,Female
2019,50-54,13.538582878344377,Male
2019,55-59,11.921249596244458,Female
2019,55-59,16.665026482165178,Male
2019,60-64,13.035976119137615,Female
2019,60-64,17.59157261147454,Male
2019,65-69,14.277120530672248,Female
2019,65-69,21.619177516641333,Male
2019,70-74,15.31652332721115,Female
2019,70-74,20.694985305021774,Male
2019,75-79,14.869353138136665,Female
2019,75-79,22.23402375381192,Male
2019,80-84,12.980023688543232,Female
2019,80-84,18.292161659405174,Male
2019,85+,7.171156331,Female
2019,85+,11.961888748537932,Male
2020,0-4,3.177920654736399,Female
2020,0-4,3.4985752686018485,Male
2020,5-9,6.238020624493603,Female
2020,5-9,7.9445213392066085,Male
2020,10-14,3.9076899302177135,Female
2020,10-14,6.342633597,Male
2020,15-19,2.8929514455601084,Female
2020,15-19,4.619154887276258,Male
2020,20-24,2.603695979580964,Female
2020,20-24,3.6164739360995344,Male
2020,25-29,2.809058765421314,Female
2020,25-29,3.4104901286942138,Male
2020,30-34,3.0348340380596586,Female
2020,30-34,4.010630591274994,Male
2020,35-39,3.617760301526548,Female
2020,35-39,4.470821171907371,Male
2020,40-44,3.637394692031301,Female
2020,40-44,5.361940904,Male
2020,45-49,4.080136252783059,Female
2020,45-49,5.7429911199379635,Male
2020,50-54,5.336561566373629,Female
2020,50-54,7.133059312432772,Male
2020,55-59,6.239196925193923,Female
2020,55-59,7.648454213156712,Male
2020,60-64,7.188347264066986,Female
2020,60-64,8.679523720657247,Male
